,French Polynesia,Australia,Egypt,Somalia,Algeria,United States,Brazil,Germany,Suriname,Kiribati,Denmark,South Africa,United Arab Emirates,Venezuela,Indonesia,Russian Federation,China,Western Samoa,Philippines,Yemen,Guatemala,Nigeria,Spain,Iran,Ivory Coast (Cote d'Ivoire),Ethiopia,Papua New Guinea,Saudi Arabia,United Kingdom,Mexico,Ghana,Colombia,Switzerland,Sri Lanka,Panama,Turkey,Namibia,Jordan,Sudan,South Sudan,Chad,Mauritania,Argentina,Norway,Iceland,Uzbekistan,Solomon Islands,Morocco,France,Sweden,Japan,Greenland,Greece,India,Paraguay,Guyana,Italy,Honduras,Oman,Madagascar,Marshall Islands,Central African Republic,Djibouti,Cook Islands,Comoros,Niger,Gabon,Libya,New Zealand,Cyprus,Canada,Kazakhstan,Myanmar,Peru,Syria,Andorra,Mozambique,Netherlands,Kenya,Chile,Congo,Angola,Belgium,Austria,Antigua and Barbuda,Malaysia,Laos,Bolivia,Fiji,Tanzania,Burkina Faso,Romania,Eritrea,Turkmenistan,Bahamas,Saint Helena,Ecuador,Pakistan,Uruguay,Aruba,East Timor,Vanuatu,Cuba,Mongolia,Portugal,United States Minor Outlying Islands,Anguilla,"Macau (SAR), China",Dominican Republic,Bahrain,Costa Rica,Azerbaijan,Democratic Republic of the Congo,Botswana,Cambodia,Guadeloupe,Zambia,Belize,Bermuda,Seychelles,Nepal,Nicaragua,Serbia,Israel,Lebanon,Zimbabwe,Thailand,Cameroon,Barbados,Iraq,Afghanistan,Gambia,Burundi,Guinea,Mali,Ireland,Malawi,Vietnam,New Caledonia,Bosnia and Herzegovina,Bulgaria,"Bonaire, Saint Eustatius & Saba",Guinea Bissau,Belarus,Saint Vincent and Grenadines,Czech Republic,Equatorial Guinea,Sierra Leone,Rwanda,Slovakia,Hungary,Georgia,Bhutan,Cape Verde,Croatia,Brunei Darussalam,Senegal,Poland,Liberia,Bangladesh,Moldova,Haiti,French Guiana,Cocos (Keeling) Islands,Estonia,South Korea,Ukraine,Chinese Taipei,Benin,Grenada and South Grenadines,Curacao,Cayman Islands,Dominica,Maldives,Unknown Country,Latvia,Qatar,Tunisia,North Korea,Albania,Tajikistan,Mayotte,Uganda,British Virgin Islands,Finland,Tonga,Western Sahara,Armenia,Martinique,Kyrgyzstan,Saint Pierre and Miquelon,Tuvalu,Wallis and Futuna Islands,Turks and Caicos Islands,Gibraltar,Palestinian Territory,Malta,"Hong Kong (SAR), China",Lithuania,Montenegro,El Salvador,Nauru,Niue,Jamaica,Micronesia,Kuwait,Lesotho,Togo,Slovenia,Luxembourg,Monaco,Singapore,Montserrat,Falkland Islands,Mauritius,Swaziland,Saint Kitts and Nevis,Norfolk Island,Macedonia,Sao Tome and Principe,Trinidad and Tobago,Liechtenstein,Palau,Reunion,Saint Barthelemy,Saint Martin,Saint Lucia,Sint Maarten,Antarctica,Christmas Island
Canada,417,26969,6081,430,3465,1174430,15425,16372,46,3,2430,5378,11372,93,2265,2656,22879,11,22419,0,5903,2525,19494,97,532,1617,14,4657,60763,359974,1179,14240,9316,4469,11507,5484,99,1508,426,103,106,50,4494,1859,2977,30,0,7737,44853,3009,21361,0,2644,73712,561,1139,1455,5872,309,107,2,16,125,755,6,89,60,0,11876,164,2193715,368,142,6286,0,0,52,8043,2581,6244,86,57,3624,3027,5480,1373,108,350,772,1279,410,1842,88,4,18354,0,4567,11421,512,7473,0,14,150447,57,14608,0,3,94,134285,230,39174,123,268,61,648,5010,187,4327,3085,135,871,2031,934,8090,3180,159,7018,644,11784,796,351,57,110,214,375,5282,95,8287,80,204,532,808,0,195,1002,1698,13,88,529,80,1368,166,0,21,1006,9,1395,3442,94,2935,316,1411,18,0,274,14671,1936,9896,399,1794,3904,4740,390,187,0,378,972,2212,0,391,16,0,700,394,1128,3,3,133,4135,58,1009,0,0,6758,0,0,828,10292,101,69,3463,0,0,50177,0,1124,0,235,137,433,0,2081,2,0,750,4,1547,0,259,0,10349,0,12,62,8,4,6460,6701,0,0
Kazakhstan,0,53,2305,0,37,1914,28,7008,0,0,77,62,11566,0,56,55103,570,0,58,0,0,51,921,85,0,3,0,3170,2345,48,9,12,499,23,0,15579,1,47,221,0,0,0,26,50,7,6907,0,22,1090,221,173,0,303,2777,0,0,918,0,51,0,0,0,92,0,0,0,3,12,12,373,378,346052,0,0,0,0,0,1093,21,0,0,0,355,836,0,1467,0,0,0,40,13,98,0,685,0,0,3,25,0,0,0,0,3,416,105,0,0,0,10,106,0,3510,0,0,14,1,0,0,0,0,8,0,139,528,116,0,3079,0,1,252,20,0,3,0,0,68,0,112,0,35,266,0,0,1282,0,1351,0,0,0,0,1127,2308,0,0,80,1,0,1680,0,16,45,0,0,0,103,4236,3332,15,0,1,0,0,0,204,0,209,158,3,0,63,1888,0,8,0,36,0,0,945,0,2522,0,0,0,0,0,0,0,443,705,50,0,0,0,3,0,60,0,0,14,36,0,38,0,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Myanmar,0,2299,58,0,3,1642,123,1171,0,0,165,78,351,0,2545,327,13349,0,665,0,0,39,303,1,0,6,4,22,1974,13,31,0,929,267,20,57,0,19,0,0,0,0,38,141,0,0,0,82,4130,85,6617,0,254,7189,0,0,1189,0,42,0,0,0,7,0,0,16,0,0,372,0,361,0,274669,0,0,0,2,353,42,0,0,2,588,259,0,14999,579,0,6,29,0,33,0,2,0,0,0,41,0,0,3,0,0,11,54,0,0,152,0,59,0,6,2,0,2217,0,0,0,0,0,309,0,11,50,31,0,59686,0,0,0,0,0,5,3,0,26,0,8894,0,0,19,0,0,0,0,182,0,4,6,0,67,0,0,0,52,160,0,25,0,303,0,0,0,0,3,4977,47,4296,0,0,0,0,0,62,0,0,344,14,0,0,0,0,6,0,48,0,0,3,0,0,0,0,0,0,0,0,11,2696,29,0,0,0,0,0,0,17,0,0,0,4,0,18254,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Peru,0,1458,49,0,0,67524,31162,4134,41,0,364,508,183,1766,104,264,68,0,185,0,696,0,27138,0,4,7,0,13,2858,34729,6,31490,1714,0,4727,244,0,12,0,4,0,0,26551,310,0,3,0,13,6101,1121,450,0,164,157,1877,47,1685,272,10,7,0,0,0,0,2,0,0,0,131,0,6138,0,0,1032552,0,0,4,2969,18,55606,0,0,578,596,0,60,0,10362,8,2,0,26,0,0,153,0,9903,3,2373,581,0,6,2375,0,660,0,0,1,6448,3,2767,0,0,0,0,0,22,14,21,0,0,185,20,822,10,0,164,0,112,0,0,0,0,0,0,188,0,15,0,0,15,7,0,0,3,276,0,0,23,0,68,0,0,0,34,0,5,200,0,8,0,18,0,0,0,186,81,29,0,17,119,8,0,5,0,7,11,6,0,0,0,0,6,0,228,0,0,0,0,0,0,0,0,0,0,0,3,67,6,0,601,0,0,839,0,8,0,0,0,41,0,18,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,13,0,0
Syria,0,0,0,0,0,0,0,0,0,0,1,0,2425,0,0,449,5,0,0,0,0,0,0,277,0,0,0,4,0,0,0,0,0,7,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,828,0,2,0,0,11993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,502,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,59,81,0,10,265,911,364,0,0,32,11684,746,0,43,50,111,0,93,0,0,89,235,0,26,1861,0,81,540,8,61,0,114,19,1,382,76,6,0,0,0,0,2,32,0,0,0,26,185,59,21,0,52,852,0,0,47,0,6,24,0,0,0,0,0,0,0,0,10,18,55,0,3,2,0,0,53843,93,903,12,2,268,76,143,0,28,0,0,0,413,0,29,0,0,0,0,0,511,0,0,0,0,2,0,3566,0,0,0,5,2,4,0,13,146,0,0,272,0,0,2,3,0,29,16,182,291,105,0,0,0,2,0,2,0,0,11,110,84,0,43,31,0,0,4,0,8,0,0,99,0,13,6,0,12,1,0,1,29,0,199,0,0,0,0,1,10,17,0,0,0,0,0,0,0,0,0,298,30,0,0,0,0,144,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,12,29,0,0,0,0,1,0,0,137,4,0,0,0,39,0,0,0,13,0,0,0,0,0,0
Netherlands,10,5740,9734,57,379,89118,10892,72959,12260,0,26039,13717,24836,91,11778,20931,4305,5,4789,0,815,1821,212685,913,425,1005,0,2730,319717,5386,2830,2680,60078,1900,1035,45708,407,2932,234,21,57,94,3079,27344,4680,73,0,30811,53900,24426,12664,1,20046,13259,144,17,135155,70,1473,74,0,122,30,0,5,15,65,0,2701,2851,8447,872,273,2565,0,0,71,386,2300,1378,26,281,1056,79816,34,3344,78,144,4,1904,118,13724,10,23,90,0,1760,1902,253,5897,0,0,971,54,57972,0,0,22,720,449,2879,463,29,51,414,52,138,109,18,219,659,191,5601,22890,1780,140,12863,68,98,859,189,3507,58,29,322,39606,66,3080,19,2138,10420,1213,0,1364,0,21366,20,36,662,1788,20853,2836,0,671,3775,141,305,49190,0,389,415,8,1,0,2344,7463,6518,7108,70,0,17125,10,0,448,0,4472,1267,1197,0,1854,21,0,1596,4,16200,0,26,455,10,166,0,0,0,1,4,0,5700,4100,7142,149,110,0,0,80,0,1554,0,30,2495,1506,0,4216,0,0,526,0,77,0,1919,0,45,0,22,28,17,0,43,1260,0,0
Kenya,0,2129,2237,5315,18,6493,258,8298,2,0,2102,8640,10994,0,101,556,808,0,101,0,17,2344,904,2,301,6097,0,3910,14753,304,905,54,4369,152,69,2267,75,512,672,1845,106,3,73,1517,16,0,0,363,5836,1949,109,0,246,9447,0,0,7558,5,557,529,0,499,604,0,422,159,77,0,98,130,2635,16,52,40,0,0,736,2560,140328,33,295,115,1601,1684,0,293,11,0,0,13098,73,53,74,0,8,0,8,958,0,9,0,0,83,0,350,0,0,0,162,492,7,17,2147,306,9,0,1954,0,3,989,193,0,47,837,218,1771,564,388,17,740,55,11,3697,0,336,553,1327,114,0,0,49,0,9,6,0,256,6,78,6679,0,295,42,0,0,28,0,455,279,63,128,0,0,0,0,28,80,139,13,68,0,0,5,0,78,0,12,2921,223,0,2,7,312,13173,0,503,0,0,5,13,0,0,0,0,7,0,0,50,46,18,17,9,0,0,32,0,242,19,139,16,52,0,43,0,0,1299,2,0,0,0,0,12,0,0,9,0,0,0,9,0,0
Chile,688,6618,255,0,0,49277,72602,6060,28,0,910,631,589,2458,108,347,69,0,363,0,302,5,20160,0,12,7,0,14,5621,22125,6,26698,1927,9,1674,527,0,25,0,0,0,0,61997,988,35,0,0,165,7252,3205,218,0,207,497,4052,10,2877,87,12,4,0,0,0,0,0,0,0,0,1895,2,6813,10,0,54945,0,0,18,1095,24,1412379,0,0,753,858,9,84,0,6007,6,2,0,57,0,0,132,0,6375,19,12457,573,0,3,5112,0,764,0,0,0,11450,0,1999,4,0,2,2,0,2,13,18,11,5,37,4,633,36,2,582,0,25,0,4,0,0,0,0,419,0,104,0,0,65,0,0,4,0,315,0,0,0,0,222,4,0,0,95,0,0,498,0,0,0,203,0,0,10,98,100,16,0,4,116,0,0,4,0,0,35,28,0,0,0,0,8,0,360,0,0,0,19,0,0,0,0,29,0,0,17,51,0,6,98,0,0,1025,0,8,0,0,0,56,0,18,0,689,11,0,0,0,0,0,35,0,0,0,0,0,24,64,0,0
Congo,0,1,69,0,73,276,43,162,0,0,18,311,298,0,13,52,79,0,42,0,0,116,191,0,691,1058,0,7,446,4,80,5,177,0,6,204,12,0,8,0,45,34,0,21,0,0,0,398,3453,13,0,0,14,173,0,0,160,0,1,0,0,71,0,0,0,64,905,0,0,3,77,0,0,0,0,0,0,45,112,0,9775,27,62,0,0,75,0,0,0,41,68,43,0,0,0,0,5,0,0,0,0,0,26,0,67,0,0,0,0,0,11,0,503,0,0,1,3,0,0,0,0,0,0,50,418,17,19,1170,0,0,0,2,0,0,384,0,1,13,0,0,5,0,0,0,0,1,864,19,478,0,6,5,0,0,69,0,402,16,12,0,0,0,0,0,0,7,27,1,1583,0,0,0,0,0,0,7,9,87,0,0,0,0,61,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,425,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Angola,0,14,192,0,0,931,1386,299,0,0,17,5547,918,14,49,239,170,0,328,0,0,403,257,0,12,2785,0,16,1387,8,86,7,174,6,4,98,1974,3,0,0,0,0,13,19,0,0,0,219,1400,9,17,0,7,400,0,0,210,0,0,0,0,0,0,0,0,0,0,0,3,0,94,0,2,0,0,0,292,211,142,0,527,35734,151,95,0,117,0,0,0,18,0,204,0,0,0,0,0,26,0,0,0,0,399,0,19082,0,0,0,8,0,0,9,47,30,0,0,273,0,0,4,3,1,15,295,215,253,95,0,0,0,0,0,0,0,0,25,0,3,0,0,5,0,0,16,0,7,0,0,27,0,6,9,0,162,61,0,0,156,0,0,0,2,0,0,0,22,43,0,0,0,0,0,0,9,0,35,38,13,0,0,0,0,69,0,0,0,16,4,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,2,0,0,0,246,0,0,0,0,0,0,0,0,0,0
Belgium,22,1822,11082,76,5813,36536,2891,37315,6,0,16316,3960,10599,61,1098,9119,1999,0,2539,0,181,359,178806,881,1106,508,1,613,41179,3430,1161,914,39324,1076,354,24435,286,1721,101,20,15,57,1667,9323,1975,81,4,47570,50145,13095,3620,0,15482,5106,47,7,126807,20,332,65,0,4,36,0,9,154,28,15,873,2593,3606,396,628,662,0,0,64,318,1816,699,61,1852,0,18665,4,847,279,110,6,1798,744,28567,3,6,41,0,437,934,243,0,0,1,2717,65,41941,0,0,0,4703,86,657,193,2055,119,436,952,166,5,0,191,631,43,2318,10379,1475,143,12854,699,32,345,357,1718,180,239,112,16393,30,2067,9,1801,9238,0,8,947,5,15911,9,1481,4265,2255,17194,1588,0,1881,3323,0,3267,31076,1103,176,1804,14,0,0,3233,241,3425,426,297,0,76,4,0,797,0,5617,464,6204,0,2171,8,0,818,2,11964,0,196,1327,858,180,0,0,0,2,25,0,8467,809,3749,1606,62,0,0,217,0,293,20,615,3286,6,0,289,0,0,672,8,0,0,1866,24,5,0,0,19,2,0,0,7,0,0
Austria,9,1796,5188,27,846,20770,3208,204565,4,0,22867,4800,8731,25,2373,25810,1624,0,2753,0,419,949,72283,963,134,722,0,1205,130795,2030,363,993,38898,1191,722,29213,494,823,146,0,79,41,918,15381,2138,331,0,6667,42527,17221,5150,0,21104,6106,60,8,60299,245,515,66,0,4,36,0,39,29,40,5,710,5013,3108,1039,280,492,0,0,84,80810,1605,606,46,176,18784,9072,47,1247,184,24,3,1456,42,16373,0,47,62,0,248,794,85,10,0,0,1989,128,19210,0,0,8,901,161,486,249,94,14,328,0,40,10,3,1323,187,14,10470,22964,501,55,20006,84,183,468,270,116,42,45,44,11336,15,2238,0,803,9873,66,32,1099,0,1268,4,32,179,523,265,2740,0,119,2155,3,196,16068,26,375,2066,0,0,0,2575,1431,20601,6121,25,73,20,6,0,4155,0,4670,676,1502,0,4214,270,0,324,128,8374,0,18,267,2,167,0,0,0,10,5,0,2507,484,2923,1434,1,0,0,163,0,492,5,3,76,3770,0,402,0,0,2535,3,0,0,2260,11,97,0,63,21,0,0,13,95,0,0
Antigua and Barbuda,0,0,0,0,0,15279,13,46,5,0,35,2,23,3,0,14,0,0,12,0,81,1,41,0,0,0,0,0,8113,44,0,15,55,0,20,0,0,6,0,0,0,0,4,0,0,0,0,0,117,16,1,0,0,28,0,227,70,0,2,0,0,0,0,0,0,0,0,0,0,0,5467,0,0,0,0,0,0,16,0,0,0,0,5,26,0,0,0,0,0,0,0,2,0,0,14,0,0,5,0,0,0,0,98,0,2,0,1,0,427,0,0,0,0,0,0,516,0,0,0,0,0,80,0,26,3,0,0,0,811,0,0,0,0,0,0,134,0,0,0,0,3,5,0,0,141,25,0,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,20,9,14,0,147,32,73,503,0,0,0,15,0,0,0,0,0,0,1521,17,0,0,0,36,0,0,0,0,1564,0,0,12,0,0,0,0,0,0,712,0,0,0,0,0,2,0,4,581,0,0,0,2325,0,0,0,723,0,0,0,366,0,657,880,0,0
Malaysia,3,60928,10298,327,117,11362,781,7522,32,0,1602,984,9994,7,245456,2419,70912,0,31902,0,8,629,3094,77,50,496,362,40331,20203,332,166,44,2231,6853,228,6415,16,2532,755,98,8,51,187,997,198,900,4,575,5220,824,53019,0,804,78583,4,0,946,0,5492,0,0,0,60,0,4,0,199,0,2667,185,2156,1414,13037,100,6,0,14,3153,315,131,251,99,718,1516,2,1631985,1984,7,54,193,20,259,3,500,0,0,16,13410,18,0,204,0,18,78,262,0,0,5064,22,230,86,277,0,18,19180,0,80,0,0,14,12730,0,38,132,491,76,113003,135,0,1095,4,26,0,25,11,1200,17,65073,1,243,302,0,2,38,0,971,79,21,60,16,1117,130,3,0,360,13043,65,977,44,22277,17,0,0,0,232,66936,546,44740,0,0,0,10,0,2910,0,104,3122,210,0,3,2,0,99,0,976,0,0,58,0,94,0,0,0,0,5,0,47,28311,69,9,1,0,0,7,0,947,0,0,11,35,0,164603,0,0,906,0,0,0,112,0,24,0,3,9,0,0,4,8,0,0
Laos,0,910,0,0,0,530,12,136,0,0,32,62,27,0,869,97,7872,0,183,0,0,29,48,0,0,2,0,0,425,18,6,8,156,19,0,2,4,2,0,0,0,0,0,4,0,0,0,4,1355,24,988,0,31,757,0,0,12,0,0,0,0,0,0,0,0,0,0,0,86,0,64,0,395,0,0,0,0,71,10,0,0,0,240,110,0,1874,37247,0,4,2,0,0,0,1,0,0,2,10,0,0,0,0,0,15,27,0,0,136,0,7,0,0,0,0,6188,0,0,0,0,0,0,0,0,31,0,0,27019,3,0,0,0,0,0,0,0,23,0,8455,0,0,0,0,0,0,0,8,0,0,0,0,19,0,0,0,4,56,0,29,0,13,12,0,0,0,14,14011,0,92,0,0,0,0,0,0,0,0,91,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,143,0,0,0,0,0,0,0,0,0,0,0,13,0,1559,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,0,80,0,0,1,7078,10347,306,0,0,50,3,13,403,3,34,13,0,27,0,109,0,6959,0,0,2,0,4,254,1643,0,3786,143,5,807,11,0,0,0,0,0,0,6871,4,0,0,0,5,246,256,11,0,0,12,2141,0,238,57,2,0,0,0,0,0,0,0,0,0,15,0,409,0,0,10155,0,0,0,48,0,5454,0,0,66,17,0,3,0,323072,0,0,0,0,0,0,31,0,941,2,153,16,0,0,771,0,27,0,0,0,763,0,145,3,0,0,0,0,0,36,0,0,0,20,0,196,2,0,3,0,0,0,2,0,0,0,0,36,0,0,0,0,0,0,0,15,0,39,0,0,0,0,0,0,0,0,0,0,0,25,0,7,0,3,0,0,4,10,3,0,0,0,0,9,0,0,0,0,6,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,1,9,0,0,61,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0
Fiji,129,22309,4,0,0,5509,2,60,0,1164,54,12,40,0,88,4,100,1393,72,0,0,0,17,0,0,1,443,0,438,12,0,0,69,16,0,9,0,3,0,0,0,0,8,24,0,0,718,0,89,12,1530,0,0,510,0,0,12,0,0,0,9,0,0,8,0,0,0,0,14539,3,861,0,7,0,0,0,1,19,0,0,0,0,1,2,0,32,0,0,21881,0,0,0,0,0,0,0,0,0,0,0,0,1721,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,3,2,0,0,1,0,0,93,0,0,2,0,0,0,0,0,16,0,35,425,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,37,0,0,0,0,0,128,0,41,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,1809,0,0,0,0,0,692,494,0,0,0,0,1907,0,0,0,819,0,0,0,2,0,0,0,0,0,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0,590,1332,76,6,1034,110,6373,0,0,3687,6292,4157,0,92,2010,592,0,152,0,0,262,1298,7,106,3680,0,172,4992,106,201,8,2499,70,8,2287,108,47,213,54,0,8,73,1043,4,0,0,161,10638,1557,167,0,177,4621,0,0,3647,0,2427,73,0,15,25,0,1089,24,11,0,57,84,1484,20,30,8,0,0,384,1507,12034,4,90,60,1798,1242,0,269,1,0,0,111161,47,249,49,0,0,0,30,313,0,0,0,0,110,1,316,0,0,0,149,17,0,0,206,105,16,0,871,0,4,78,29,0,43,1201,243,1621,230,25,10,32,0,11,690,6,25,168,797,60,0,0,310,0,0,54,0,437,50,7,1597,243,708,6,0,0,33,0,58,800,6,13,6,0,0,0,83,168,317,5,24,0,0,0,0,9,0,161,751,20,0,3,0,84,3397,0,344,0,0,0,29,0,0,0,0,0,0,0,41,50,68,0,0,0,0,32,0,61,6,32,26,76,0,13,0,0,244,24,0,0,0,0,21,0,0,0,0,0,0,0,0,0
Burkina Faso,0,36,166,0,992,320,23,508,0,0,13,225,211,0,26,32,21,0,56,0,0,197,391,0,3282,368,0,165,250,0,872,0,549,0,0,327,0,42,21,0,52,0,0,0,0,3,0,1095,3124,26,11,0,6,191,0,0,374,0,44,0,0,26,0,0,0,1907,85,0,4,0,617,0,0,0,0,0,0,113,97,5,23,0,1060,67,0,0,0,0,0,30,2515,12,0,0,0,0,0,12,0,0,0,0,9,0,66,0,0,0,9,0,0,0,28,0,0,0,1,0,0,0,0,0,0,21,109,0,48,86,0,0,0,10,0,357,2435,15,0,4,0,0,7,0,24,0,0,11,0,87,36,0,36,0,0,0,0,0,1576,14,11,0,0,0,0,0,14,0,24,1,1063,0,0,0,0,0,0,0,3,723,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,10,0,696,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,0,349,1385,4,90,5644,820,85594,26,0,7544,262,10364,3,521,2392,152,0,136,0,34,192,57527,31,30,55,0,478,125936,640,181,59,11635,423,114,13896,16,2016,19,0,14,6,319,4927,107,69,0,596,33760,7566,76,0,12402,1303,19,4,129880,0,208,6,0,24,0,0,0,0,6,0,68,6286,1788,78,13,26,0,0,27,13977,59,59,64,46,28402,16907,2,331,15,0,0,328,26,90925,0,27,19,0,34,172,6,31,0,0,135,6,4734,0,0,0,315,78,105,192,7,22,67,0,16,0,1,207,119,0,1195,27166,1106,5,3277,10,29,280,44,8,3,13,18,7991,0,463,0,116,1461,0,0,52,0,3643,17,19,52,67,6926,199,0,8,842,3,45,6778,0,10,2417,0,0,0,165,45,1366,12,0,0,7,0,0,829,0,331,459,261,0,256,0,0,21,0,2296,0,0,35,5,58,0,0,0,0,5,0,2662,21,506,120,0,0,0,124,0,232,0,6,435,508,0,189,0,0,636,0,0,0,194,0,2,0,1,0,0,0,0,76,0,0
Eritrea,0,129,282,0,0,63,0,551,0,0,8,318,976,0,29,11,38,0,5,0,0,0,8,9,6,4657,0,478,356,0,21,0,164,0,0,301,0,30,840,97,0,0,0,96,0,0,0,0,12,691,27,0,0,70,0,0,161,0,61,0,0,0,5,0,0,0,0,0,5,8,91,0,0,0,0,0,0,126,78,0,0,0,18,29,0,14,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,9,0,0,0,0,0,4,18,6,8,5,0,0,17,0,0,0,0,0,3,32,6,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,4,0,0,15,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,106,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,0,0,9,0,60,72,8,742,0,0,3,0,3154,0,8,7015,65,0,10,0,0,0,39,23,0,0,0,716,863,0,0,0,22,1,0,9197,0,0,1,0,0,0,0,0,0,0,0,0,651,5,3,0,0,826,0,0,194,0,8,0,0,0,29,0,0,0,14,48,0,34,8,800,0,0,0,0,0,46,0,0,0,0,16,64,0,503,0,0,0,3,0,29,0,65428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,46,0,0,1,0,0,0,0,0,0,0,19,17,7,0,917,0,0,67,18,0,0,0,0,14,0,6,0,0,0,0,0,953,0,18,0,0,0,0,10,8,0,0,102,0,0,18,0,0,0,0,0,0,0,0,360,2,0,0,0,0,0,0,0,11,0,26,0,0,0,0,0,0,10,0,0,36,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,0,23,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahamas,0,57,0,0,2,118485,478,649,12,0,59,54,54,88,0,56,0,0,28,0,103,37,517,0,3,2,0,0,2385,595,59,862,576,0,440,32,5,7,3,0,0,0,233,48,40,0,0,12,1297,59,28,0,18,109,38,46,357,26,0,0,0,0,0,0,0,0,0,0,49,3,17849,0,0,128,0,0,0,428,9,125,0,0,57,86,48,0,0,20,0,0,0,22,0,0,35365,0,31,0,15,69,0,0,1210,0,102,0,0,0,552,0,206,0,0,0,0,2,0,21,59,4,0,86,2,125,0,0,3,0,321,0,0,0,0,0,0,96,0,0,0,0,11,3,0,0,2,53,0,0,0,0,42,4,0,0,7,0,43,24,0,0,0,641,0,0,0,63,0,14,0,27,53,465,10,0,0,10,40,0,0,0,0,0,2,31,9,0,0,0,1,0,0,0,0,636,0,0,0,5,0,3,7,0,0,1161,0,0,0,3,0,11,0,6,0,0,0,0,32,0,0,0,400,0,0,0,0,0,29,5,0,0
